run,type,module,name,attrname,attrvalue,value,vectime,vecvalue
n13lambda2H1K1mu1-15-20200428-16:39:39-7957,param,,,Network.router.queueNumber,1,,,
n13lambda2H1K1mu1-15-20200428-16:39:39-7957,param,,,Network.server.serviceTime,exponential(0.333333333333s),,,
n13lambda2H1K1mu1-15-20200428-16:39:39-7957,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n13lambda2H1K1mu1-15-20200428-16:39:39-7957,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n13lambda2H1K1mu1-15-20200428-16:39:39-7957,param,,,Network.server.checkJobDeadline,true,,,
n13lambda2H1K1mu1-16-20200428-16:39:39-7962,runattr,,,configname,n13lambda2H1K1mu1,,,
n13lambda2H1K1mu1-16-20200428-16:39:39-7962,runattr,,,datetime,20200428-16:39:39,,,
n13lambda2H1K1mu1-16-20200428-16:39:39-7962,runattr,,,experiment,n13lambda2H1K1mu1,,,
n13lambda2H1K1mu1-16-20200428-16:39:39-7962,runattr,,,inifile,omnetpp.ini,,,
n13lambda2H1K1mu1-16-20200428-16:39:39-7962,runattr,,,iterationvars,,,,
n13lambda2H1K1mu1-16-20200428-16:39:39-7962,runattr,,,iterationvarsf,,,,
n13lambda2H1K1mu1-16-20200428-16:39:39-7962,runattr,,,measurement,,,,
n13lambda2H1K1mu1-16-20200428-16:39:39-7962,runattr,,,network,Network,,,
n13lambda2H1K1mu1-16-20200428-16:39:39-7962,runattr,,,processid,7962,,,
n13lambda2H1K1mu1-16-20200428-16:39:39-7962,runattr,,,repetition,16,,,
n13lambda2H1K1mu1-16-20200428-16:39:39-7962,runattr,,,replication,#16,,,
n13lambda2H1K1mu1-16-20200428-16:39:39-7962,runattr,,,resultdir,results,,,
n13lambda2H1K1mu1-16-20200428-16:39:39-7962,runattr,,,runnumber,16,,,
n13lambda2H1K1mu1-16-20200428-16:39:39-7962,runattr,,,seedset,16,,,
n13lambda2H1K1mu1-16-20200428-16:39:39-7962,param,,,Network.source.interArrivalTime,exponential(0.714285714286s),,,
n13lambda2H1K1mu1-16-20200428-16:39:39-7962,param,,,Network.source.jobRelativeDeadline,"uniform(4.0s, 6.0s)",,,
n13lambda2H1K1mu1-16-20200428-16:39:39-7962,param,,,Network.router.queueNumber,1,,,
n13lambda2H1K1mu1-16-20200428-16:39:39-7962,param,,,Network.server.serviceTime,exponential(0.333333333333s),,,
n13lambda2H1K1mu1-16-20200428-16:39:39-7962,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n13lambda2H1K1mu1-16-20200428-16:39:39-7962,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n13lambda2H1K1mu1-16-20200428-16:39:39-7962,param,,,Network.server.checkJobDeadline,true,,,
n13lambda2H1K1mu1-17-20200428-16:39:40-7967,runattr,,,configname,n13lambda2H1K1mu1,,,
n13lambda2H1K1mu1-17-20200428-16:39:40-7967,runattr,,,datetime,20200428-16:39:40,,,
n13lambda2H1K1mu1-17-20200428-16:39:40-7967,runattr,,,experiment,n13lambda2H1K1mu1,,,
n13lambda2H1K1mu1-17-20200428-16:39:40-7967,runattr,,,inifile,omnetpp.ini,,,
n13lambda2H1K1mu1-17-20200428-16:39:40-7967,runattr,,,iterationvars,,,,
n13lambda2H1K1mu1-17-20200428-16:39:40-7967,runattr,,,iterationvarsf,,,,
n13lambda2H1K1mu1-17-20200428-16:39:40-7967,runattr,,,measurement,,,,
n13lambda2H1K1mu1-17-20200428-16:39:40-7967,runattr,,,network,Network,,,
n13lambda2H1K1mu1-17-20200428-16:39:40-7967,runattr,,,processid,7967,,,
n13lambda2H1K1mu1-17-20200428-16:39:40-7967,runattr,,,repetition,17,,,
n13lambda2H1K1mu1-17-20200428-16:39:40-7967,runattr,,,replication,#17,,,
n13lambda2H1K1mu1-17-20200428-16:39:40-7967,runattr,,,resultdir,results,,,
n13lambda2H1K1mu1-17-20200428-16:39:40-7967,runattr,,,runnumber,17,,,
n13lambda2H1K1mu1-17-20200428-16:39:40-7967,runattr,,,seedset,17,,,
n13lambda2H1K1mu1-17-20200428-16:39:40-7967,param,,,Network.source.interArrivalTime,exponential(0.714285714286s),,,
n13lambda2H1K1mu1-17-20200428-16:39:40-7967,param,,,Network.source.jobRelativeDeadline,"uniform(4.0s, 6.0s)",,,
n13lambda2H1K1mu1-17-20200428-16:39:40-7967,param,,,Network.router.queueNumber,1,,,
n13lambda2H1K1mu1-17-20200428-16:39:40-7967,param,,,Network.server.serviceTime,exponential(0.333333333333s),,,
n13lambda2H1K1mu1-17-20200428-16:39:40-7967,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n13lambda2H1K1mu1-17-20200428-16:39:40-7967,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n13lambda2H1K1mu1-17-20200428-16:39:40-7967,param,,,Network.server.checkJobDeadline,true,,,
n13lambda2H1K1mu1-18-20200428-16:39:40-7972,runattr,,,configname,n13lambda2H1K1mu1,,,
n13lambda2H1K1mu1-18-20200428-16:39:40-7972,runattr,,,datetime,20200428-16:39:40,,,
n13lambda2H1K1mu1-18-20200428-16:39:40-7972,runattr,,,experiment,n13lambda2H1K1mu1,,,
n13lambda2H1K1mu1-18-20200428-16:39:40-7972,runattr,,,inifile,omnetpp.ini,,,
n13lambda2H1K1mu1-18-20200428-16:39:40-7972,runattr,,,iterationvars,,,,
n13lambda2H1K1mu1-18-20200428-16:39:40-7972,runattr,,,iterationvarsf,,,,
n13lambda2H1K1mu1-18-20200428-16:39:40-7972,runattr,,,measurement,,,,
n13lambda2H1K1mu1-18-20200428-16:39:40-7972,runattr,,,network,Network,,,
n13lambda2H1K1mu1-18-20200428-16:39:40-7972,runattr,,,processid,7972,,,
n13lambda2H1K1mu1-18-20200428-16:39:40-7972,runattr,,,repetition,18,,,
n13lambda2H1K1mu1-18-20200428-16:39:40-7972,runattr,,,replication,#18,,,
n13lambda2H1K1mu1-18-20200428-16:39:40-7972,runattr,,,resultdir,results,,,
n13lambda2H1K1mu1-18-20200428-16:39:40-7972,runattr,,,runnumber,18,,,
n13lambda2H1K1mu1-18-20200428-16:39:40-7972,runattr,,,seedset,18,,,
n13lambda2H1K1mu1-18-20200428-16:39:40-7972,param,,,Network.source.interArrivalTime,exponential(0.714285714286s),,,
n13lambda2H1K1mu1-18-20200428-16:39:40-7972,param,,,Network.source.jobRelativeDeadline,"uniform(4.0s, 6.0s)",,,
n13lambda2H1K1mu1-18-20200428-16:39:40-7972,param,,,Network.router.queueNumber,1,,,
n13lambda2H1K1mu1-18-20200428-16:39:40-7972,param,,,Network.server.serviceTime,exponential(0.333333333333s),,,
n13lambda2H1K1mu1-18-20200428-16:39:40-7972,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n13lambda2H1K1mu1-18-20200428-16:39:40-7972,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n13lambda2H1K1mu1-18-20200428-16:39:40-7972,param,,,Network.server.checkJobDeadline,true,,,
n13lambda2H1K1mu1-19-20200428-16:39:40-7977,runattr,,,configname,n13lambda2H1K1mu1,,,
n13lambda2H1K1mu1-19-20200428-16:39:40-7977,runattr,,,datetime,20200428-16:39:40,,,
n13lambda2H1K1mu1-19-20200428-16:39:40-7977,runattr,,,experiment,n13lambda2H1K1mu1,,,
n13lambda2H1K1mu1-19-20200428-16:39:40-7977,runattr,,,inifile,omnetpp.ini,,,
n13lambda2H1K1mu1-19-20200428-16:39:40-7977,runattr,,,iterationvars,,,,
n13lambda2H1K1mu1-19-20200428-16:39:40-7977,runattr,,,iterationvarsf,,,,
n13lambda2H1K1mu1-19-20200428-16:39:40-7977,runattr,,,measurement,,,,
n13lambda2H1K1mu1-19-20200428-16:39:40-7977,runattr,,,network,Network,,,
n13lambda2H1K1mu1-19-20200428-16:39:40-7977,runattr,,,processid,7977,,,
n13lambda2H1K1mu1-19-20200428-16:39:40-7977,runattr,,,repetition,19,,,
n13lambda2H1K1mu1-19-20200428-16:39:40-7977,runattr,,,replication,#19,,,
n13lambda2H1K1mu1-19-20200428-16:39:40-7977,runattr,,,resultdir,results,,,
n13lambda2H1K1mu1-19-20200428-16:39:40-7977,runattr,,,runnumber,19,,,
n13lambda2H1K1mu1-19-20200428-16:39:40-7977,runattr,,,seedset,19,,,
n13lambda2H1K1mu1-19-20200428-16:39:40-7977,param,,,Network.source.interArrivalTime,exponential(0.714285714286s),,,
n13lambda2H1K1mu1-19-20200428-16:39:40-7977,param,,,Network.source.jobRelativeDeadline,"uniform(4.0s, 6.0s)",,,
n13lambda2H1K1mu1-19-20200428-16:39:40-7977,param,,,Network.router.queueNumber,1,,,
n13lambda2H1K1mu1-19-20200428-16:39:40-7977,param,,,Network.server.serviceTime,exponential(0.333333333333s),,,
n13lambda2H1K1mu1-19-20200428-16:39:40-7977,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n13lambda2H1K1mu1-19-20200428-16:39:40-7977,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n13lambda2H1K1mu1-19-20200428-16:39:40-7977,param,,,Network.server.checkJobDeadline,true,,,
n13lambda2H1K1mu1-1-20200428-16:39:36-7887,runattr,,,configname,n13lambda2H1K1mu1,,,
n13lambda2H1K1mu1-1-20200428-16:39:36-7887,runattr,,,datetime,20200428-16:39:36,,,
n13lambda2H1K1mu1-1-20200428-16:39:36-7887,runattr,,,experiment,n13lambda2H1K1mu1,,,
n13lambda2H1K1mu1-1-20200428-16:39:36-7887,runattr,,,inifile,omnetpp.ini,,,
n13lambda2H1K1mu1-1-20200428-16:39:36-7887,runattr,,,iterationvars,,,,
n13lambda2H1K1mu1-1-20200428-16:39:36-7887,runattr,,,iterationvarsf,,,,
n13lambda2H1K1mu1-1-20200428-16:39:36-7887,runattr,,,measurement,,,,
n13lambda2H1K1mu1-1-20200428-16:39:36-7887,runattr,,,network,Network,,,
n13lambda2H1K1mu1-1-20200428-16:39:36-7887,runattr,,,processid,7887,,,
n13lambda2H1K1mu1-1-20200428-16:39:36-7887,runattr,,,repetition,1,,,
n13lambda2H1K1mu1-1-20200428-16:39:36-7887,runattr,,,replication,#1,,,
n13lambda2H1K1mu1-1-20200428-16:39:36-7887,runattr,,,resultdir,results,,,
n13lambda2H1K1mu1-1-20200428-16:39:36-7887,runattr,,,runnumber,1,,,
n13lambda2H1K1mu1-1-20200428-16:39:36-7887,runattr,,,seedset,1,,,
n13lambda2H1K1mu1-1-20200428-16:39:36-7887,param,,,Network.source.interArrivalTime,exponential(0.714285714286s),,,
n13lambda2H1K1mu1-1-20200428-16:39:36-7887,param,,,Network.source.jobRelativeDeadline,"uniform(4.0s, 6.0s)",,,
n13lambda2H1K1mu1-1-20200428-16:39:36-7887,param,,,Network.router.queueNumber,1,,,
n13lambda2H1K1mu1-1-20200428-16:39:36-7887,param,,,Network.server.serviceTime,exponential(0.333333333333s),,,
n13lambda2H1K1mu1-1-20200428-16:39:36-7887,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n13lambda2H1K1mu1-1-20200428-16:39:36-7887,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n13lambda2H1K1mu1-1-20200428-16:39:36-7887,param,,,Network.server.checkJobDeadline,true,,,
n13lambda2H1K1mu1-2-20200428-16:39:37-7892,runattr,,,configname,n13lambda2H1K1mu1,,,
n13lambda2H1K1mu1-2-20200428-16:39:37-7892,runattr,,,datetime,20200428-16:39:37,,,
n13lambda2H1K1mu1-2-20200428-16:39:37-7892,runattr,,,experiment,n13lambda2H1K1mu1,,,
n13lambda2H1K1mu1-2-20200428-16:39:37-7892,runattr,,,inifile,omnetpp.ini,,,
n13lambda2H1K1mu1-2-20200428-16:39:37-7892,runattr,,,iterationvars,,,,
n13lambda2H1K1mu1-2-20200428-16:39:37-7892,runattr,,,iterationvarsf,,,,
n13lambda2H1K1mu1-2-20200428-16:39:37-7892,runattr,,,measurement,,,,
n13lambda2H1K1mu1-2-20200428-16:39:37-7892,runattr,,,network,Network,,,
n13lambda2H1K1mu1-2-20200428-16:39:37-7892,runattr,,,processid,7892,,,
n13lambda2H1K1mu1-2-20200428-16:39:37-7892,runattr,,,repetition,2,,,
n13lambda2H1K1mu1-2-20200428-16:39:37-7892,runattr,,,replication,#2,,,
n13lambda2H1K1mu1-2-20200428-16:39:37-7892,runattr,,,resultdir,results,,,
n13lambda2H1K1mu1-2-20200428-16:39:37-7892,runattr,,,runnumber,2,,,
n13lambda2H1K1mu1-2-20200428-16:39:37-7892,runattr,,,seedset,2,,,
n13lambda2H1K1mu1-2-20200428-16:39:37-7892,param,,,Network.source.interArrivalTime,exponential(0.714285714286s),,,
n13lambda2H1K1mu1-2-20200428-16:39:37-7892,param,,,Network.source.jobRelativeDeadline,"uniform(4.0s, 6.0s)",,,
n13lambda2H1K1mu1-2-20200428-16:39:37-7892,param,,,Network.router.queueNumber,1,,,
n13lambda2H1K1mu1-2-20200428-16:39:37-7892,param,,,Network.server.serviceTime,exponential(0.333333333333s),,,
n13lambda2H1K1mu1-2-20200428-16:39:37-7892,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n13lambda2H1K1mu1-2-20200428-16:39:37-7892,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n13lambda2H1K1mu1-2-20200428-16:39:37-7892,param,,,Network.server.checkJobDeadline,true,,,
