run,type,module,name,attrname,attrvalue,value,vectime,vecvalue
n3lambda1H1K2mu1-10-20200428-16:31:26-6288,runattr,,,iterationvarsf,,,,
n3lambda1H1K2mu1-10-20200428-16:31:26-6288,runattr,,,measurement,,,,
n3lambda1H1K2mu1-10-20200428-16:31:26-6288,runattr,,,network,Network,,,
n3lambda1H1K2mu1-10-20200428-16:31:26-6288,runattr,,,processid,6288,,,
n3lambda1H1K2mu1-10-20200428-16:31:26-6288,runattr,,,repetition,10,,,
n3lambda1H1K2mu1-10-20200428-16:31:26-6288,runattr,,,replication,#10,,,
n3lambda1H1K2mu1-10-20200428-16:31:26-6288,runattr,,,resultdir,results,,,
n3lambda1H1K2mu1-10-20200428-16:31:26-6288,runattr,,,runnumber,10,,,
n3lambda1H1K2mu1-10-20200428-16:31:26-6288,runattr,,,seedset,10,,,
n3lambda1H1K2mu1-10-20200428-16:31:26-6288,param,,,Network.source.interArrivalTime,exponential(0.5s),,,
n3lambda1H1K2mu1-10-20200428-16:31:26-6288,param,,,Network.source.jobRelativeDeadline,"uniform(4.0s, 6.0s)",,,
n3lambda1H1K2mu1-10-20200428-16:31:26-6288,param,,,Network.router.queueNumber,2,,,
n3lambda1H1K2mu1-10-20200428-16:31:26-6288,param,,,Network.server.serviceTime,exponential(0.333333333333s),,,
n3lambda1H1K2mu1-10-20200428-16:31:26-6288,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n3lambda1H1K2mu1-10-20200428-16:31:26-6288,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n3lambda1H1K2mu1-10-20200428-16:31:26-6288,param,,,Network.server.checkJobDeadline,true,,,
n3lambda1H1K2mu1-12-20200428-16:31:26-6298,runattr,,,configname,n3lambda1H1K2mu1,,,
n3lambda1H1K2mu1-12-20200428-16:31:26-6298,runattr,,,datetime,20200428-16:31:26,,,
n3lambda1H1K2mu1-12-20200428-16:31:26-6298,runattr,,,experiment,n3lambda1H1K2mu1,,,
n3lambda1H1K2mu1-12-20200428-16:31:26-6298,runattr,,,inifile,omnetpp.ini,,,
n3lambda1H1K2mu1-12-20200428-16:31:26-6298,runattr,,,iterationvars,,,,
n3lambda1H1K2mu1-12-20200428-16:31:26-6298,runattr,,,iterationvarsf,,,,
n3lambda1H1K2mu1-12-20200428-16:31:26-6298,runattr,,,measurement,,,,
n3lambda1H1K2mu1-12-20200428-16:31:26-6298,runattr,,,network,Network,,,
n3lambda1H1K2mu1-12-20200428-16:31:26-6298,runattr,,,processid,6298,,,
n3lambda1H1K2mu1-12-20200428-16:31:26-6298,runattr,,,repetition,12,,,
n3lambda1H1K2mu1-12-20200428-16:31:26-6298,runattr,,,replication,#12,,,
n3lambda1H1K2mu1-12-20200428-16:31:26-6298,runattr,,,resultdir,results,,,
n3lambda1H1K2mu1-12-20200428-16:31:26-6298,runattr,,,runnumber,12,,,
n3lambda1H1K2mu1-12-20200428-16:31:26-6298,runattr,,,seedset,12,,,
n3lambda1H1K2mu1-12-20200428-16:31:26-6298,param,,,Network.source.interArrivalTime,exponential(0.5s),,,
n3lambda1H1K2mu1-12-20200428-16:31:26-6298,param,,,Network.source.jobRelativeDeadline,"uniform(4.0s, 6.0s)",,,
n3lambda1H1K2mu1-12-20200428-16:31:26-6298,param,,,Network.router.queueNumber,2,,,
n3lambda1H1K2mu1-12-20200428-16:31:26-6298,param,,,Network.server.serviceTime,exponential(0.333333333333s),,,
n3lambda1H1K2mu1-12-20200428-16:31:26-6298,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n3lambda1H1K2mu1-12-20200428-16:31:26-6298,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n3lambda1H1K2mu1-12-20200428-16:31:26-6298,param,,,Network.server.checkJobDeadline,true,,,
n3lambda1H1K2mu1-13-20200428-16:31:26-6303,runattr,,,configname,n3lambda1H1K2mu1,,,
n3lambda1H1K2mu1-13-20200428-16:31:26-6303,runattr,,,datetime,20200428-16:31:26,,,
n3lambda1H1K2mu1-13-20200428-16:31:26-6303,runattr,,,experiment,n3lambda1H1K2mu1,,,
n3lambda1H1K2mu1-13-20200428-16:31:26-6303,runattr,,,inifile,omnetpp.ini,,,
n3lambda1H1K2mu1-13-20200428-16:31:26-6303,runattr,,,iterationvars,,,,
n3lambda1H1K2mu1-13-20200428-16:31:26-6303,runattr,,,iterationvarsf,,,,
n3lambda1H1K2mu1-13-20200428-16:31:26-6303,runattr,,,measurement,,,,
n3lambda1H1K2mu1-13-20200428-16:31:26-6303,runattr,,,network,Network,,,
n3lambda1H1K2mu1-13-20200428-16:31:26-6303,runattr,,,processid,6303,,,
n3lambda1H1K2mu1-13-20200428-16:31:26-6303,runattr,,,repetition,13,,,
n3lambda1H1K2mu1-13-20200428-16:31:26-6303,runattr,,,replication,#13,,,
n3lambda1H1K2mu1-13-20200428-16:31:26-6303,runattr,,,resultdir,results,,,
n3lambda1H1K2mu1-13-20200428-16:31:26-6303,runattr,,,runnumber,13,,,
n3lambda1H1K2mu1-13-20200428-16:31:26-6303,runattr,,,seedset,13,,,
n3lambda1H1K2mu1-13-20200428-16:31:26-6303,param,,,Network.source.interArrivalTime,exponential(0.5s),,,
n3lambda1H1K2mu1-13-20200428-16:31:26-6303,param,,,Network.source.jobRelativeDeadline,"uniform(4.0s, 6.0s)",,,
n3lambda1H1K2mu1-13-20200428-16:31:26-6303,param,,,Network.router.queueNumber,2,,,
n3lambda1H1K2mu1-13-20200428-16:31:26-6303,param,,,Network.server.serviceTime,exponential(0.333333333333s),,,
n3lambda1H1K2mu1-13-20200428-16:31:26-6303,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n3lambda1H1K2mu1-13-20200428-16:31:26-6303,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n3lambda1H1K2mu1-13-20200428-16:31:26-6303,param,,,Network.server.checkJobDeadline,true,,,
n3lambda1H1K2mu1-14-20200428-16:31:27-6308,runattr,,,configname,n3lambda1H1K2mu1,,,
n3lambda1H1K2mu1-14-20200428-16:31:27-6308,runattr,,,datetime,20200428-16:31:27,,,
n3lambda1H1K2mu1-14-20200428-16:31:27-6308,runattr,,,experiment,n3lambda1H1K2mu1,,,
n3lambda1H1K2mu1-14-20200428-16:31:27-6308,runattr,,,inifile,omnetpp.ini,,,
n3lambda1H1K2mu1-14-20200428-16:31:27-6308,runattr,,,iterationvars,,,,
n3lambda1H1K2mu1-14-20200428-16:31:27-6308,runattr,,,iterationvarsf,,,,
n3lambda1H1K2mu1-14-20200428-16:31:27-6308,runattr,,,measurement,,,,
n3lambda1H1K2mu1-14-20200428-16:31:27-6308,runattr,,,network,Network,,,
n3lambda1H1K2mu1-14-20200428-16:31:27-6308,runattr,,,processid,6308,,,
n3lambda1H1K2mu1-14-20200428-16:31:27-6308,runattr,,,repetition,14,,,
n3lambda1H1K2mu1-14-20200428-16:31:27-6308,runattr,,,replication,#14,,,
n3lambda1H1K2mu1-14-20200428-16:31:27-6308,runattr,,,resultdir,results,,,
n3lambda1H1K2mu1-14-20200428-16:31:27-6308,runattr,,,runnumber,14,,,
n3lambda1H1K2mu1-14-20200428-16:31:27-6308,runattr,,,seedset,14,,,
n3lambda1H1K2mu1-14-20200428-16:31:27-6308,param,,,Network.source.interArrivalTime,exponential(0.5s),,,
n3lambda1H1K2mu1-14-20200428-16:31:27-6308,param,,,Network.source.jobRelativeDeadline,"uniform(4.0s, 6.0s)",,,
n3lambda1H1K2mu1-14-20200428-16:31:27-6308,param,,,Network.router.queueNumber,2,,,
n3lambda1H1K2mu1-14-20200428-16:31:27-6308,param,,,Network.server.serviceTime,exponential(0.333333333333s),,,
n3lambda1H1K2mu1-14-20200428-16:31:27-6308,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n3lambda1H1K2mu1-14-20200428-16:31:27-6308,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n3lambda1H1K2mu1-14-20200428-16:31:27-6308,param,,,Network.server.checkJobDeadline,true,,,
n3lambda1H1K2mu1-15-20200428-16:31:27-6313,runattr,,,configname,n3lambda1H1K2mu1,,,
n3lambda1H1K2mu1-15-20200428-16:31:27-6313,runattr,,,datetime,20200428-16:31:27,,,
n3lambda1H1K2mu1-15-20200428-16:31:27-6313,runattr,,,experiment,n3lambda1H1K2mu1,,,
n3lambda1H1K2mu1-15-20200428-16:31:27-6313,runattr,,,inifile,omnetpp.ini,,,
n3lambda1H1K2mu1-15-20200428-16:31:27-6313,runattr,,,iterationvars,,,,
n3lambda1H1K2mu1-15-20200428-16:31:27-6313,runattr,,,iterationvarsf,,,,
n3lambda1H1K2mu1-15-20200428-16:31:27-6313,runattr,,,measurement,,,,
n3lambda1H1K2mu1-15-20200428-16:31:27-6313,runattr,,,network,Network,,,
n3lambda1H1K2mu1-15-20200428-16:31:27-6313,runattr,,,processid,6313,,,
n3lambda1H1K2mu1-15-20200428-16:31:27-6313,runattr,,,repetition,15,,,
n3lambda1H1K2mu1-15-20200428-16:31:27-6313,runattr,,,replication,#15,,,
n3lambda1H1K2mu1-15-20200428-16:31:27-6313,runattr,,,resultdir,results,,,
n3lambda1H1K2mu1-15-20200428-16:31:27-6313,runattr,,,runnumber,15,,,
n3lambda1H1K2mu1-15-20200428-16:31:27-6313,runattr,,,seedset,15,,,
n3lambda1H1K2mu1-15-20200428-16:31:27-6313,param,,,Network.source.interArrivalTime,exponential(0.5s),,,
n3lambda1H1K2mu1-15-20200428-16:31:27-6313,param,,,Network.source.jobRelativeDeadline,"uniform(4.0s, 6.0s)",,,
n3lambda1H1K2mu1-15-20200428-16:31:27-6313,param,,,Network.router.queueNumber,2,,,
n3lambda1H1K2mu1-15-20200428-16:31:27-6313,param,,,Network.server.serviceTime,exponential(0.333333333333s),,,
n3lambda1H1K2mu1-15-20200428-16:31:27-6313,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n3lambda1H1K2mu1-15-20200428-16:31:27-6313,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n3lambda1H1K2mu1-15-20200428-16:31:27-6313,param,,,Network.server.checkJobDeadline,true,,,
n3lambda1H1K2mu1-16-20200428-16:31:27-6318,runattr,,,configname,n3lambda1H1K2mu1,,,
n3lambda1H1K2mu1-16-20200428-16:31:27-6318,runattr,,,datetime,20200428-16:31:27,,,
n3lambda1H1K2mu1-16-20200428-16:31:27-6318,runattr,,,experiment,n3lambda1H1K2mu1,,,
n3lambda1H1K2mu1-16-20200428-16:31:27-6318,runattr,,,inifile,omnetpp.ini,,,
n3lambda1H1K2mu1-16-20200428-16:31:27-6318,runattr,,,iterationvars,,,,
n3lambda1H1K2mu1-16-20200428-16:31:27-6318,runattr,,,iterationvarsf,,,,
n3lambda1H1K2mu1-16-20200428-16:31:27-6318,runattr,,,measurement,,,,
n3lambda1H1K2mu1-16-20200428-16:31:27-6318,runattr,,,network,Network,,,
n3lambda1H1K2mu1-16-20200428-16:31:27-6318,runattr,,,processid,6318,,,
n3lambda1H1K2mu1-16-20200428-16:31:27-6318,runattr,,,repetition,16,,,
n3lambda1H1K2mu1-16-20200428-16:31:27-6318,runattr,,,replication,#16,,,
n3lambda1H1K2mu1-16-20200428-16:31:27-6318,runattr,,,resultdir,results,,,
n3lambda1H1K2mu1-16-20200428-16:31:27-6318,runattr,,,runnumber,16,,,
n3lambda1H1K2mu1-16-20200428-16:31:27-6318,runattr,,,seedset,16,,,
n3lambda1H1K2mu1-16-20200428-16:31:27-6318,param,,,Network.source.interArrivalTime,exponential(0.5s),,,
n3lambda1H1K2mu1-16-20200428-16:31:27-6318,param,,,Network.source.jobRelativeDeadline,"uniform(4.0s, 6.0s)",,,
n3lambda1H1K2mu1-16-20200428-16:31:27-6318,param,,,Network.router.queueNumber,2,,,
n3lambda1H1K2mu1-16-20200428-16:31:27-6318,param,,,Network.server.serviceTime,exponential(0.333333333333s),,,
n3lambda1H1K2mu1-16-20200428-16:31:27-6318,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n3lambda1H1K2mu1-16-20200428-16:31:27-6318,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n3lambda1H1K2mu1-16-20200428-16:31:27-6318,param,,,Network.server.checkJobDeadline,true,,,
n3lambda1H1K2mu1-17-20200428-16:31:27-6323,runattr,,,configname,n3lambda1H1K2mu1,,,
n3lambda1H1K2mu1-17-20200428-16:31:27-6323,runattr,,,datetime,20200428-16:31:27,,,
n3lambda1H1K2mu1-17-20200428-16:31:27-6323,runattr,,,experiment,n3lambda1H1K2mu1,,,
n3lambda1H1K2mu1-17-20200428-16:31:27-6323,runattr,,,inifile,omnetpp.ini,,,
n3lambda1H1K2mu1-17-20200428-16:31:27-6323,runattr,,,iterationvars,,,,
n3lambda1H1K2mu1-17-20200428-16:31:27-6323,runattr,,,iterationvarsf,,,,
n3lambda1H1K2mu1-17-20200428-16:31:27-6323,runattr,,,measurement,,,,
n3lambda1H1K2mu1-17-20200428-16:31:27-6323,runattr,,,network,Network,,,
n3lambda1H1K2mu1-17-20200428-16:31:27-6323,runattr,,,processid,6323,,,
n3lambda1H1K2mu1-17-20200428-16:31:27-6323,runattr,,,repetition,17,,,
n3lambda1H1K2mu1-17-20200428-16:31:27-6323,runattr,,,replication,#17,,,
n3lambda1H1K2mu1-17-20200428-16:31:27-6323,runattr,,,resultdir,results,,,
n3lambda1H1K2mu1-17-20200428-16:31:27-6323,runattr,,,runnumber,17,,,
n3lambda1H1K2mu1-17-20200428-16:31:27-6323,runattr,,,seedset,17,,,
n3lambda1H1K2mu1-17-20200428-16:31:27-6323,param,,,Network.source.interArrivalTime,exponential(0.5s),,,
n3lambda1H1K2mu1-17-20200428-16:31:27-6323,param,,,Network.source.jobRelativeDeadline,"uniform(4.0s, 6.0s)",,,
n3lambda1H1K2mu1-17-20200428-16:31:27-6323,param,,,Network.router.queueNumber,2,,,
n3lambda1H1K2mu1-17-20200428-16:31:27-6323,param,,,Network.server.serviceTime,exponential(0.333333333333s),,,
n3lambda1H1K2mu1-17-20200428-16:31:27-6323,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n3lambda1H1K2mu1-17-20200428-16:31:27-6323,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n3lambda1H1K2mu1-17-20200428-16:31:27-6323,param,,,Network.server.checkJobDeadline,true,,,
n3lambda1H1K2mu1-18-20200428-16:31:27-6328,runattr,,,configname,n3lambda1H1K2mu1,,,
n3lambda1H1K2mu1-18-20200428-16:31:27-6328,runattr,,,datetime,20200428-16:31:27,,,
n3lambda1H1K2mu1-18-20200428-16:31:27-6328,runattr,,,experiment,n3lambda1H1K2mu1,,,
n3lambda1H1K2mu1-18-20200428-16:31:27-6328,runattr,,,inifile,omnetpp.ini,,,
n3lambda1H1K2mu1-18-20200428-16:31:27-6328,runattr,,,iterationvars,,,,
n3lambda1H1K2mu1-18-20200428-16:31:27-6328,runattr,,,iterationvarsf,,,,
n3lambda1H1K2mu1-18-20200428-16:31:27-6328,runattr,,,measurement,,,,
n3lambda1H1K2mu1-18-20200428-16:31:27-6328,runattr,,,network,Network,,,
n3lambda1H1K2mu1-18-20200428-16:31:27-6328,runattr,,,processid,6328,,,
n3lambda1H1K2mu1-18-20200428-16:31:27-6328,runattr,,,repetition,18,,,
n3lambda1H1K2mu1-18-20200428-16:31:27-6328,runattr,,,replication,#18,,,
n3lambda1H1K2mu1-18-20200428-16:31:27-6328,runattr,,,resultdir,results,,,
n3lambda1H1K2mu1-18-20200428-16:31:27-6328,runattr,,,runnumber,18,,,
n3lambda1H1K2mu1-18-20200428-16:31:27-6328,runattr,,,seedset,18,,,
n3lambda1H1K2mu1-18-20200428-16:31:27-6328,param,,,Network.source.interArrivalTime,exponential(0.5s),,,
n3lambda1H1K2mu1-18-20200428-16:31:27-6328,param,,,Network.source.jobRelativeDeadline,"uniform(4.0s, 6.0s)",,,
n3lambda1H1K2mu1-18-20200428-16:31:27-6328,param,,,Network.router.queueNumber,2,,,
n3lambda1H1K2mu1-18-20200428-16:31:27-6328,param,,,Network.server.serviceTime,exponential(0.333333333333s),,,
n3lambda1H1K2mu1-18-20200428-16:31:27-6328,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n3lambda1H1K2mu1-18-20200428-16:31:27-6328,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n3lambda1H1K2mu1-18-20200428-16:31:27-6328,param,,,Network.server.checkJobDeadline,true,,,
n3lambda1H1K2mu1-19-20200428-16:31:28-6333,runattr,,,configname,n3lambda1H1K2mu1,,,
n3lambda1H1K2mu1-19-20200428-16:31:28-6333,runattr,,,datetime,20200428-16:31:28,,,
n3lambda1H1K2mu1-19-20200428-16:31:28-6333,runattr,,,experiment,n3lambda1H1K2mu1,,,
n3lambda1H1K2mu1-19-20200428-16:31:28-6333,runattr,,,inifile,omnetpp.ini,,,
n3lambda1H1K2mu1-19-20200428-16:31:28-6333,runattr,,,iterationvars,,,,
n3lambda1H1K2mu1-19-20200428-16:31:28-6333,runattr,,,iterationvarsf,,,,
n3lambda1H1K2mu1-19-20200428-16:31:28-6333,runattr,,,measurement,,,,
n3lambda1H1K2mu1-19-20200428-16:31:28-6333,runattr,,,network,Network,,,
n3lambda1H1K2mu1-19-20200428-16:31:28-6333,runattr,,,processid,6333,,,
n3lambda1H1K2mu1-19-20200428-16:31:28-6333,runattr,,,repetition,19,,,
n3lambda1H1K2mu1-19-20200428-16:31:28-6333,runattr,,,replication,#19,,,
n3lambda1H1K2mu1-19-20200428-16:31:28-6333,runattr,,,resultdir,results,,,
n3lambda1H1K2mu1-19-20200428-16:31:28-6333,runattr,,,runnumber,19,,,
n3lambda1H1K2mu1-19-20200428-16:31:28-6333,runattr,,,seedset,19,,,
n3lambda1H1K2mu1-19-20200428-16:31:28-6333,param,,,Network.source.interArrivalTime,exponential(0.5s),,,
n3lambda1H1K2mu1-19-20200428-16:31:28-6333,param,,,Network.source.jobRelativeDeadline,"uniform(4.0s, 6.0s)",,,
n3lambda1H1K2mu1-19-20200428-16:31:28-6333,param,,,Network.router.queueNumber,2,,,
n3lambda1H1K2mu1-19-20200428-16:31:28-6333,param,,,Network.server.serviceTime,exponential(0.333333333333s),,,
n3lambda1H1K2mu1-19-20200428-16:31:28-6333,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n3lambda1H1K2mu1-19-20200428-16:31:28-6333,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n3lambda1H1K2mu1-19-20200428-16:31:28-6333,param,,,Network.server.checkJobDeadline,true,,,
n3lambda1H1K2mu1-2-20200428-16:31:24-6246,runattr,,,configname,n3lambda1H1K2mu1,,,
n3lambda1H1K2mu1-2-20200428-16:31:24-6246,runattr,,,datetime,20200428-16:31:24,,,
n3lambda1H1K2mu1-2-20200428-16:31:24-6246,runattr,,,experiment,n3lambda1H1K2mu1,,,
n3lambda1H1K2mu1-2-20200428-16:31:24-6246,runattr,,,inifile,omnetpp.ini,,,
n3lambda1H1K2mu1-2-20200428-16:31:24-6246,runattr,,,iterationvars,,,,
n3lambda1H1K2mu1-2-20200428-16:31:24-6246,runattr,,,iterationvarsf,,,,
n3lambda1H1K2mu1-2-20200428-16:31:24-6246,runattr,,,measurement,,,,
n3lambda1H1K2mu1-2-20200428-16:31:24-6246,runattr,,,network,Network,,,
n3lambda1H1K2mu1-2-20200428-16:31:24-6246,runattr,,,processid,6246,,,
n3lambda1H1K2mu1-2-20200428-16:31:24-6246,runattr,,,repetition,2,,,
n3lambda1H1K2mu1-2-20200428-16:31:24-6246,runattr,,,replication,#2,,,
n3lambda1H1K2mu1-2-20200428-16:31:24-6246,runattr,,,resultdir,results,,,
n3lambda1H1K2mu1-2-20200428-16:31:24-6246,runattr,,,runnumber,2,,,
n3lambda1H1K2mu1-2-20200428-16:31:24-6246,runattr,,,seedset,2,,,
n3lambda1H1K2mu1-2-20200428-16:31:24-6246,param,,,Network.source.interArrivalTime,exponential(0.5s),,,
n3lambda1H1K2mu1-2-20200428-16:31:24-6246,param,,,Network.source.jobRelativeDeadline,"uniform(4.0s, 6.0s)",,,
n3lambda1H1K2mu1-2-20200428-16:31:24-6246,param,,,Network.router.queueNumber,2,,,
n3lambda1H1K2mu1-2-20200428-16:31:24-6246,param,,,Network.server.serviceTime,exponential(0.333333333333s),,,
n3lambda1H1K2mu1-2-20200428-16:31:24-6246,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n3lambda1H1K2mu1-2-20200428-16:31:24-6246,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n3lambda1H1K2mu1-2-20200428-16:31:24-6246,param,,,Network.server.checkJobDeadline,true,,,
n3lambda1H1K2mu1-1-20200428-16:31:24-6241,runattr,,,configname,n3lambda1H1K2mu1,,,
n3lambda1H1K2mu1-1-20200428-16:31:24-6241,runattr,,,datetime,20200428-16:31:24,,,
n3lambda1H1K2mu1-1-20200428-16:31:24-6241,runattr,,,experiment,n3lambda1H1K2mu1,,,
n3lambda1H1K2mu1-1-20200428-16:31:24-6241,runattr,,,inifile,omnetpp.ini,,,
n3lambda1H1K2mu1-1-20200428-16:31:24-6241,runattr,,,iterationvars,,,,
n3lambda1H1K2mu1-1-20200428-16:31:24-6241,runattr,,,iterationvarsf,,,,
n3lambda1H1K2mu1-1-20200428-16:31:24-6241,runattr,,,measurement,,,,
n3lambda1H1K2mu1-1-20200428-16:31:24-6241,runattr,,,network,Network,,,
n3lambda1H1K2mu1-1-20200428-16:31:24-6241,runattr,,,processid,6241,,,
n3lambda1H1K2mu1-1-20200428-16:31:24-6241,runattr,,,repetition,1,,,
n3lambda1H1K2mu1-1-20200428-16:31:24-6241,runattr,,,replication,#1,,,
n3lambda1H1K2mu1-1-20200428-16:31:24-6241,runattr,,,resultdir,results,,,
n3lambda1H1K2mu1-1-20200428-16:31:24-6241,runattr,,,runnumber,1,,,
n3lambda1H1K2mu1-1-20200428-16:31:24-6241,runattr,,,seedset,1,,,
n3lambda1H1K2mu1-1-20200428-16:31:24-6241,param,,,Network.source.interArrivalTime,exponential(0.5s),,,
n3lambda1H1K2mu1-1-20200428-16:31:24-6241,param,,,Network.source.jobRelativeDeadline,"uniform(4.0s, 6.0s)",,,
n3lambda1H1K2mu1-1-20200428-16:31:24-6241,param,,,Network.router.queueNumber,2,,,
n3lambda1H1K2mu1-1-20200428-16:31:24-6241,param,,,Network.server.serviceTime,exponential(0.333333333333s),,,
n3lambda1H1K2mu1-1-20200428-16:31:24-6241,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n3lambda1H1K2mu1-1-20200428-16:31:24-6241,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n3lambda1H1K2mu1-1-20200428-16:31:24-6241,param,,,Network.server.checkJobDeadline,true,,,
n3lambda1H1K2mu1-3-20200428-16:31:24-6251,runattr,,,configname,n3lambda1H1K2mu1,,,
