run,type,module,name,attrname,attrvalue,value,vectime,vecvalue
n24lambda2H2K3mu2-12-20200428-16:43:20-9528,runattr,,,iterationvars,,,,
n24lambda2H2K3mu2-12-20200428-16:43:20-9528,runattr,,,iterationvarsf,,,,
n24lambda2H2K3mu2-12-20200428-16:43:20-9528,runattr,,,measurement,,,,
n24lambda2H2K3mu2-12-20200428-16:43:20-9528,runattr,,,network,Network,,,
n24lambda2H2K3mu2-12-20200428-16:43:20-9528,runattr,,,processid,9528,,,
n24lambda2H2K3mu2-12-20200428-16:43:20-9528,runattr,,,repetition,12,,,
n24lambda2H2K3mu2-12-20200428-16:43:20-9528,runattr,,,replication,#12,,,
n24lambda2H2K3mu2-12-20200428-16:43:20-9528,runattr,,,resultdir,results,,,
n24lambda2H2K3mu2-12-20200428-16:43:20-9528,runattr,,,runnumber,12,,,
n24lambda2H2K3mu2-12-20200428-16:43:20-9528,runattr,,,seedset,12,,,
n24lambda2H2K3mu2-12-20200428-16:43:20-9528,param,,,Network.source.interArrivalTime,exponential(0.714285714286s),,,
n24lambda2H2K3mu2-12-20200428-16:43:20-9528,param,,,Network.source.jobRelativeDeadline,"uniform(3.0s, 7.0s)",,,
n24lambda2H2K3mu2-12-20200428-16:43:20-9528,param,,,Network.router.queueNumber,4,,,
n24lambda2H2K3mu2-12-20200428-16:43:20-9528,param,,,Network.server.serviceTime,exponential(0.25s),,,
n24lambda2H2K3mu2-12-20200428-16:43:20-9528,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n24lambda2H2K3mu2-12-20200428-16:43:20-9528,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n24lambda2H2K3mu2-12-20200428-16:43:20-9528,param,,,Network.server.checkJobDeadline,true,,,
n24lambda2H2K3mu2-13-20200428-16:43:20-9533,runattr,,,configname,n24lambda2H2K3mu2,,,
n24lambda2H2K3mu2-13-20200428-16:43:20-9533,runattr,,,datetime,20200428-16:43:20,,,
n24lambda2H2K3mu2-13-20200428-16:43:20-9533,runattr,,,experiment,n24lambda2H2K3mu2,,,
n24lambda2H2K3mu2-13-20200428-16:43:20-9533,runattr,,,inifile,omnetpp.ini,,,
n24lambda2H2K3mu2-13-20200428-16:43:20-9533,runattr,,,iterationvars,,,,
n24lambda2H2K3mu2-13-20200428-16:43:20-9533,runattr,,,iterationvarsf,,,,
n24lambda2H2K3mu2-13-20200428-16:43:20-9533,runattr,,,measurement,,,,
n24lambda2H2K3mu2-13-20200428-16:43:20-9533,runattr,,,network,Network,,,
n24lambda2H2K3mu2-13-20200428-16:43:20-9533,runattr,,,processid,9533,,,
n24lambda2H2K3mu2-13-20200428-16:43:20-9533,runattr,,,repetition,13,,,
n24lambda2H2K3mu2-13-20200428-16:43:20-9533,runattr,,,replication,#13,,,
n24lambda2H2K3mu2-13-20200428-16:43:20-9533,runattr,,,resultdir,results,,,
n24lambda2H2K3mu2-13-20200428-16:43:20-9533,runattr,,,runnumber,13,,,
n24lambda2H2K3mu2-13-20200428-16:43:20-9533,runattr,,,seedset,13,,,
n24lambda2H2K3mu2-13-20200428-16:43:20-9533,param,,,Network.source.interArrivalTime,exponential(0.714285714286s),,,
n24lambda2H2K3mu2-13-20200428-16:43:20-9533,param,,,Network.source.jobRelativeDeadline,"uniform(3.0s, 7.0s)",,,
n24lambda2H2K3mu2-13-20200428-16:43:20-9533,param,,,Network.router.queueNumber,4,,,
n24lambda2H2K3mu2-13-20200428-16:43:20-9533,param,,,Network.server.serviceTime,exponential(0.25s),,,
n24lambda2H2K3mu2-13-20200428-16:43:20-9533,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n24lambda2H2K3mu2-13-20200428-16:43:20-9533,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n24lambda2H2K3mu2-13-20200428-16:43:20-9533,param,,,Network.server.checkJobDeadline,true,,,
n24lambda2H2K3mu2-11-20200428-16:43:20-9523,runattr,,,configname,n24lambda2H2K3mu2,,,
n24lambda2H2K3mu2-11-20200428-16:43:20-9523,runattr,,,datetime,20200428-16:43:20,,,
n24lambda2H2K3mu2-11-20200428-16:43:20-9523,runattr,,,experiment,n24lambda2H2K3mu2,,,
n24lambda2H2K3mu2-11-20200428-16:43:20-9523,runattr,,,inifile,omnetpp.ini,,,
n24lambda2H2K3mu2-11-20200428-16:43:20-9523,runattr,,,iterationvars,,,,
n24lambda2H2K3mu2-11-20200428-16:43:20-9523,runattr,,,iterationvarsf,,,,
n24lambda2H2K3mu2-11-20200428-16:43:20-9523,runattr,,,measurement,,,,
n24lambda2H2K3mu2-11-20200428-16:43:20-9523,runattr,,,network,Network,,,
n24lambda2H2K3mu2-11-20200428-16:43:20-9523,runattr,,,processid,9523,,,
n24lambda2H2K3mu2-11-20200428-16:43:20-9523,runattr,,,repetition,11,,,
n24lambda2H2K3mu2-11-20200428-16:43:20-9523,runattr,,,replication,#11,,,
n24lambda2H2K3mu2-11-20200428-16:43:20-9523,runattr,,,resultdir,results,,,
n24lambda2H2K3mu2-11-20200428-16:43:20-9523,runattr,,,runnumber,11,,,
n24lambda2H2K3mu2-11-20200428-16:43:20-9523,runattr,,,seedset,11,,,
n24lambda2H2K3mu2-11-20200428-16:43:20-9523,param,,,Network.source.interArrivalTime,exponential(0.714285714286s),,,
n24lambda2H2K3mu2-11-20200428-16:43:20-9523,param,,,Network.source.jobRelativeDeadline,"uniform(3.0s, 7.0s)",,,
n24lambda2H2K3mu2-11-20200428-16:43:20-9523,param,,,Network.router.queueNumber,4,,,
n24lambda2H2K3mu2-11-20200428-16:43:20-9523,param,,,Network.server.serviceTime,exponential(0.25s),,,
n24lambda2H2K3mu2-11-20200428-16:43:20-9523,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n24lambda2H2K3mu2-11-20200428-16:43:20-9523,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n24lambda2H2K3mu2-11-20200428-16:43:20-9523,param,,,Network.server.checkJobDeadline,true,,,
n24lambda2H2K3mu2-14-20200428-16:43:20-9538,runattr,,,configname,n24lambda2H2K3mu2,,,
n24lambda2H2K3mu2-14-20200428-16:43:20-9538,runattr,,,datetime,20200428-16:43:20,,,
n24lambda2H2K3mu2-14-20200428-16:43:20-9538,runattr,,,experiment,n24lambda2H2K3mu2,,,
n24lambda2H2K3mu2-14-20200428-16:43:20-9538,runattr,,,inifile,omnetpp.ini,,,
n24lambda2H2K3mu2-14-20200428-16:43:20-9538,runattr,,,iterationvars,,,,
n24lambda2H2K3mu2-14-20200428-16:43:20-9538,runattr,,,iterationvarsf,,,,
n24lambda2H2K3mu2-14-20200428-16:43:20-9538,runattr,,,measurement,,,,
n24lambda2H2K3mu2-14-20200428-16:43:20-9538,runattr,,,network,Network,,,
n24lambda2H2K3mu2-14-20200428-16:43:20-9538,runattr,,,processid,9538,,,
n24lambda2H2K3mu2-14-20200428-16:43:20-9538,runattr,,,repetition,14,,,
n24lambda2H2K3mu2-14-20200428-16:43:20-9538,runattr,,,replication,#14,,,
n24lambda2H2K3mu2-14-20200428-16:43:20-9538,runattr,,,resultdir,results,,,
n24lambda2H2K3mu2-14-20200428-16:43:20-9538,runattr,,,runnumber,14,,,
n24lambda2H2K3mu2-14-20200428-16:43:20-9538,runattr,,,seedset,14,,,
n24lambda2H2K3mu2-14-20200428-16:43:20-9538,param,,,Network.source.interArrivalTime,exponential(0.714285714286s),,,
n24lambda2H2K3mu2-14-20200428-16:43:20-9538,param,,,Network.source.jobRelativeDeadline,"uniform(3.0s, 7.0s)",,,
n24lambda2H2K3mu2-14-20200428-16:43:20-9538,param,,,Network.router.queueNumber,4,,,
n24lambda2H2K3mu2-14-20200428-16:43:20-9538,param,,,Network.server.serviceTime,exponential(0.25s),,,
n24lambda2H2K3mu2-14-20200428-16:43:20-9538,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n24lambda2H2K3mu2-14-20200428-16:43:20-9538,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n24lambda2H2K3mu2-14-20200428-16:43:20-9538,param,,,Network.server.checkJobDeadline,true,,,
n24lambda2H2K3mu2-15-20200428-16:43:21-9543,runattr,,,configname,n24lambda2H2K3mu2,,,
n24lambda2H2K3mu2-15-20200428-16:43:21-9543,runattr,,,datetime,20200428-16:43:21,,,
n24lambda2H2K3mu2-15-20200428-16:43:21-9543,runattr,,,experiment,n24lambda2H2K3mu2,,,
n24lambda2H2K3mu2-15-20200428-16:43:21-9543,runattr,,,inifile,omnetpp.ini,,,
n24lambda2H2K3mu2-15-20200428-16:43:21-9543,runattr,,,iterationvars,,,,
n24lambda2H2K3mu2-15-20200428-16:43:21-9543,runattr,,,iterationvarsf,,,,
n24lambda2H2K3mu2-15-20200428-16:43:21-9543,runattr,,,measurement,,,,
n24lambda2H2K3mu2-15-20200428-16:43:21-9543,runattr,,,network,Network,,,
n24lambda2H2K3mu2-15-20200428-16:43:21-9543,runattr,,,processid,9543,,,
n24lambda2H2K3mu2-15-20200428-16:43:21-9543,runattr,,,repetition,15,,,
n24lambda2H2K3mu2-15-20200428-16:43:21-9543,runattr,,,replication,#15,,,
n24lambda2H2K3mu2-15-20200428-16:43:21-9543,runattr,,,resultdir,results,,,
n24lambda2H2K3mu2-15-20200428-16:43:21-9543,runattr,,,runnumber,15,,,
n24lambda2H2K3mu2-15-20200428-16:43:21-9543,runattr,,,seedset,15,,,
n24lambda2H2K3mu2-15-20200428-16:43:21-9543,param,,,Network.source.interArrivalTime,exponential(0.714285714286s),,,
n24lambda2H2K3mu2-15-20200428-16:43:21-9543,param,,,Network.source.jobRelativeDeadline,"uniform(3.0s, 7.0s)",,,
n24lambda2H2K3mu2-15-20200428-16:43:21-9543,param,,,Network.router.queueNumber,4,,,
n24lambda2H2K3mu2-15-20200428-16:43:21-9543,param,,,Network.server.serviceTime,exponential(0.25s),,,
n24lambda2H2K3mu2-15-20200428-16:43:21-9543,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n24lambda2H2K3mu2-15-20200428-16:43:21-9543,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n24lambda2H2K3mu2-15-20200428-16:43:21-9543,param,,,Network.server.checkJobDeadline,true,,,
n24lambda2H2K3mu2-16-20200428-16:43:21-9548,runattr,,,configname,n24lambda2H2K3mu2,,,
n24lambda2H2K3mu2-16-20200428-16:43:21-9548,runattr,,,datetime,20200428-16:43:21,,,
n24lambda2H2K3mu2-16-20200428-16:43:21-9548,runattr,,,experiment,n24lambda2H2K3mu2,,,
n24lambda2H2K3mu2-16-20200428-16:43:21-9548,runattr,,,inifile,omnetpp.ini,,,
n24lambda2H2K3mu2-16-20200428-16:43:21-9548,runattr,,,iterationvars,,,,
n24lambda2H2K3mu2-16-20200428-16:43:21-9548,runattr,,,iterationvarsf,,,,
n24lambda2H2K3mu2-16-20200428-16:43:21-9548,runattr,,,measurement,,,,
n24lambda2H2K3mu2-16-20200428-16:43:21-9548,runattr,,,network,Network,,,
n24lambda2H2K3mu2-16-20200428-16:43:21-9548,runattr,,,processid,9548,,,
n24lambda2H2K3mu2-16-20200428-16:43:21-9548,runattr,,,repetition,16,,,
n24lambda2H2K3mu2-16-20200428-16:43:21-9548,runattr,,,replication,#16,,,
n24lambda2H2K3mu2-16-20200428-16:43:21-9548,runattr,,,resultdir,results,,,
n24lambda2H2K3mu2-16-20200428-16:43:21-9548,runattr,,,runnumber,16,,,
n24lambda2H2K3mu2-16-20200428-16:43:21-9548,runattr,,,seedset,16,,,
n24lambda2H2K3mu2-16-20200428-16:43:21-9548,param,,,Network.source.interArrivalTime,exponential(0.714285714286s),,,
n24lambda2H2K3mu2-16-20200428-16:43:21-9548,param,,,Network.source.jobRelativeDeadline,"uniform(3.0s, 7.0s)",,,
n24lambda2H2K3mu2-16-20200428-16:43:21-9548,param,,,Network.router.queueNumber,4,,,
n24lambda2H2K3mu2-16-20200428-16:43:21-9548,param,,,Network.server.serviceTime,exponential(0.25s),,,
n24lambda2H2K3mu2-16-20200428-16:43:21-9548,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n24lambda2H2K3mu2-16-20200428-16:43:21-9548,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n24lambda2H2K3mu2-16-20200428-16:43:21-9548,param,,,Network.server.checkJobDeadline,true,,,
n24lambda2H2K3mu2-18-20200428-16:43:21-9559,runattr,,,configname,n24lambda2H2K3mu2,,,
n24lambda2H2K3mu2-18-20200428-16:43:21-9559,runattr,,,datetime,20200428-16:43:21,,,
n24lambda2H2K3mu2-18-20200428-16:43:21-9559,runattr,,,experiment,n24lambda2H2K3mu2,,,
n24lambda2H2K3mu2-18-20200428-16:43:21-9559,runattr,,,inifile,omnetpp.ini,,,
n24lambda2H2K3mu2-18-20200428-16:43:21-9559,runattr,,,iterationvars,,,,
n24lambda2H2K3mu2-18-20200428-16:43:21-9559,runattr,,,iterationvarsf,,,,
n24lambda2H2K3mu2-18-20200428-16:43:21-9559,runattr,,,measurement,,,,
n24lambda2H2K3mu2-18-20200428-16:43:21-9559,runattr,,,network,Network,,,
n24lambda2H2K3mu2-18-20200428-16:43:21-9559,runattr,,,processid,9559,,,
n24lambda2H2K3mu2-18-20200428-16:43:21-9559,runattr,,,repetition,18,,,
n24lambda2H2K3mu2-18-20200428-16:43:21-9559,runattr,,,replication,#18,,,
n24lambda2H2K3mu2-18-20200428-16:43:21-9559,runattr,,,resultdir,results,,,
n24lambda2H2K3mu2-18-20200428-16:43:21-9559,runattr,,,runnumber,18,,,
n24lambda2H2K3mu2-18-20200428-16:43:21-9559,runattr,,,seedset,18,,,
n24lambda2H2K3mu2-18-20200428-16:43:21-9559,param,,,Network.source.interArrivalTime,exponential(0.714285714286s),,,
n24lambda2H2K3mu2-18-20200428-16:43:21-9559,param,,,Network.source.jobRelativeDeadline,"uniform(3.0s, 7.0s)",,,
n24lambda2H2K3mu2-18-20200428-16:43:21-9559,param,,,Network.router.queueNumber,4,,,
n24lambda2H2K3mu2-18-20200428-16:43:21-9559,param,,,Network.server.serviceTime,exponential(0.25s),,,
n24lambda2H2K3mu2-18-20200428-16:43:21-9559,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n24lambda2H2K3mu2-18-20200428-16:43:21-9559,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n24lambda2H2K3mu2-18-20200428-16:43:21-9559,param,,,Network.server.checkJobDeadline,true,,,
n24lambda2H2K3mu2-17-20200428-16:43:21-9553,runattr,,,configname,n24lambda2H2K3mu2,,,
n24lambda2H2K3mu2-17-20200428-16:43:21-9553,runattr,,,datetime,20200428-16:43:21,,,
n24lambda2H2K3mu2-17-20200428-16:43:21-9553,runattr,,,experiment,n24lambda2H2K3mu2,,,
n24lambda2H2K3mu2-17-20200428-16:43:21-9553,runattr,,,inifile,omnetpp.ini,,,
n24lambda2H2K3mu2-17-20200428-16:43:21-9553,runattr,,,iterationvars,,,,
n24lambda2H2K3mu2-17-20200428-16:43:21-9553,runattr,,,iterationvarsf,,,,
n24lambda2H2K3mu2-17-20200428-16:43:21-9553,runattr,,,measurement,,,,
n24lambda2H2K3mu2-17-20200428-16:43:21-9553,runattr,,,network,Network,,,
n24lambda2H2K3mu2-17-20200428-16:43:21-9553,runattr,,,processid,9553,,,
n24lambda2H2K3mu2-17-20200428-16:43:21-9553,runattr,,,repetition,17,,,
n24lambda2H2K3mu2-17-20200428-16:43:21-9553,runattr,,,replication,#17,,,
n24lambda2H2K3mu2-17-20200428-16:43:21-9553,runattr,,,resultdir,results,,,
n24lambda2H2K3mu2-17-20200428-16:43:21-9553,runattr,,,runnumber,17,,,
n24lambda2H2K3mu2-17-20200428-16:43:21-9553,runattr,,,seedset,17,,,
n24lambda2H2K3mu2-17-20200428-16:43:21-9553,param,,,Network.source.interArrivalTime,exponential(0.714285714286s),,,
n24lambda2H2K3mu2-17-20200428-16:43:21-9553,param,,,Network.source.jobRelativeDeadline,"uniform(3.0s, 7.0s)",,,
n24lambda2H2K3mu2-17-20200428-16:43:21-9553,param,,,Network.router.queueNumber,4,,,
n24lambda2H2K3mu2-17-20200428-16:43:21-9553,param,,,Network.server.serviceTime,exponential(0.25s),,,
n24lambda2H2K3mu2-17-20200428-16:43:21-9553,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n24lambda2H2K3mu2-17-20200428-16:43:21-9553,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n24lambda2H2K3mu2-17-20200428-16:43:21-9553,param,,,Network.server.checkJobDeadline,true,,,
n24lambda2H2K3mu2-19-20200428-16:43:21-9570,runattr,,,configname,n24lambda2H2K3mu2,,,
n24lambda2H2K3mu2-19-20200428-16:43:21-9570,runattr,,,datetime,20200428-16:43:21,,,
n24lambda2H2K3mu2-19-20200428-16:43:21-9570,runattr,,,experiment,n24lambda2H2K3mu2,,,
n24lambda2H2K3mu2-19-20200428-16:43:21-9570,runattr,,,inifile,omnetpp.ini,,,
n24lambda2H2K3mu2-19-20200428-16:43:21-9570,runattr,,,iterationvars,,,,
n24lambda2H2K3mu2-19-20200428-16:43:21-9570,runattr,,,iterationvarsf,,,,
n24lambda2H2K3mu2-19-20200428-16:43:21-9570,runattr,,,measurement,,,,
n24lambda2H2K3mu2-19-20200428-16:43:21-9570,runattr,,,network,Network,,,
n24lambda2H2K3mu2-19-20200428-16:43:21-9570,runattr,,,processid,9570,,,
n24lambda2H2K3mu2-19-20200428-16:43:21-9570,runattr,,,repetition,19,,,
n24lambda2H2K3mu2-19-20200428-16:43:21-9570,runattr,,,replication,#19,,,
n24lambda2H2K3mu2-19-20200428-16:43:21-9570,runattr,,,resultdir,results,,,
n24lambda2H2K3mu2-19-20200428-16:43:21-9570,runattr,,,runnumber,19,,,
n24lambda2H2K3mu2-19-20200428-16:43:21-9570,runattr,,,seedset,19,,,
n24lambda2H2K3mu2-19-20200428-16:43:21-9570,param,,,Network.source.interArrivalTime,exponential(0.714285714286s),,,
n24lambda2H2K3mu2-19-20200428-16:43:21-9570,param,,,Network.source.jobRelativeDeadline,"uniform(3.0s, 7.0s)",,,
n24lambda2H2K3mu2-19-20200428-16:43:21-9570,param,,,Network.router.queueNumber,4,,,
n24lambda2H2K3mu2-19-20200428-16:43:21-9570,param,,,Network.server.serviceTime,exponential(0.25s),,,
n24lambda2H2K3mu2-19-20200428-16:43:21-9570,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n24lambda2H2K3mu2-19-20200428-16:43:21-9570,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n24lambda2H2K3mu2-19-20200428-16:43:21-9570,param,,,Network.server.checkJobDeadline,true,,,
n24lambda2H2K3mu2-1-20200428-16:43:18-9473,runattr,,,configname,n24lambda2H2K3mu2,,,
n24lambda2H2K3mu2-1-20200428-16:43:18-9473,runattr,,,datetime,20200428-16:43:18,,,
n24lambda2H2K3mu2-1-20200428-16:43:18-9473,runattr,,,experiment,n24lambda2H2K3mu2,,,
n24lambda2H2K3mu2-1-20200428-16:43:18-9473,runattr,,,inifile,omnetpp.ini,,,
n24lambda2H2K3mu2-1-20200428-16:43:18-9473,runattr,,,iterationvars,,,,
n24lambda2H2K3mu2-1-20200428-16:43:18-9473,runattr,,,iterationvarsf,,,,
n24lambda2H2K3mu2-1-20200428-16:43:18-9473,runattr,,,measurement,,,,
n24lambda2H2K3mu2-1-20200428-16:43:18-9473,runattr,,,network,Network,,,
n24lambda2H2K3mu2-1-20200428-16:43:18-9473,runattr,,,processid,9473,,,
n24lambda2H2K3mu2-1-20200428-16:43:18-9473,runattr,,,repetition,1,,,
n24lambda2H2K3mu2-1-20200428-16:43:18-9473,runattr,,,replication,#1,,,
n24lambda2H2K3mu2-1-20200428-16:43:18-9473,runattr,,,resultdir,results,,,
n24lambda2H2K3mu2-1-20200428-16:43:18-9473,runattr,,,runnumber,1,,,
n24lambda2H2K3mu2-1-20200428-16:43:18-9473,runattr,,,seedset,1,,,
n24lambda2H2K3mu2-1-20200428-16:43:18-9473,param,,,Network.source.interArrivalTime,exponential(0.714285714286s),,,
n24lambda2H2K3mu2-1-20200428-16:43:18-9473,param,,,Network.source.jobRelativeDeadline,"uniform(3.0s, 7.0s)",,,
n24lambda2H2K3mu2-1-20200428-16:43:18-9473,param,,,Network.router.queueNumber,4,,,
n24lambda2H2K3mu2-1-20200428-16:43:18-9473,param,,,Network.server.serviceTime,exponential(0.25s),,,
n24lambda2H2K3mu2-1-20200428-16:43:18-9473,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n24lambda2H2K3mu2-1-20200428-16:43:18-9473,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n24lambda2H2K3mu2-1-20200428-16:43:18-9473,param,,,Network.server.checkJobDeadline,true,,,
n24lambda2H2K3mu2-2-20200428-16:43:18-9478,runattr,,,configname,n24lambda2H2K3mu2,,,
n24lambda2H2K3mu2-2-20200428-16:43:18-9478,runattr,,,datetime,20200428-16:43:18,,,
n24lambda2H2K3mu2-2-20200428-16:43:18-9478,runattr,,,experiment,n24lambda2H2K3mu2,,,
n24lambda2H2K3mu2-2-20200428-16:43:18-9478,runattr,,,inifile,omnetpp.ini,,,
n24lambda2H2K3mu2-2-20200428-16:43:18-9478,runattr,,,iterationvars,,,,
n24lambda2H2K3mu2-2-20200428-16:43:18-9478,runattr,,,iterationvarsf,,,,
n24lambda2H2K3mu2-2-20200428-16:43:18-9478,runattr,,,measurement,,,,
n24lambda2H2K3mu2-2-20200428-16:43:18-9478,runattr,,,network,Network,,,
n24lambda2H2K3mu2-2-20200428-16:43:18-9478,runattr,,,processid,9478,,,
n24lambda2H2K3mu2-2-20200428-16:43:18-9478,runattr,,,repetition,2,,,
n24lambda2H2K3mu2-2-20200428-16:43:18-9478,runattr,,,replication,#2,,,
n24lambda2H2K3mu2-2-20200428-16:43:18-9478,runattr,,,resultdir,results,,,
n24lambda2H2K3mu2-2-20200428-16:43:18-9478,runattr,,,runnumber,2,,,
n24lambda2H2K3mu2-2-20200428-16:43:18-9478,runattr,,,seedset,2,,,
n24lambda2H2K3mu2-2-20200428-16:43:18-9478,param,,,Network.source.interArrivalTime,exponential(0.714285714286s),,,
n24lambda2H2K3mu2-2-20200428-16:43:18-9478,param,,,Network.source.jobRelativeDeadline,"uniform(3.0s, 7.0s)",,,
n24lambda2H2K3mu2-2-20200428-16:43:18-9478,param,,,Network.router.queueNumber,4,,,
n24lambda2H2K3mu2-2-20200428-16:43:18-9478,param,,,Network.server.serviceTime,exponential(0.25s),,,
n24lambda2H2K3mu2-2-20200428-16:43:18-9478,param,,,Network.router.routingAlgorithm,"""pssRandom""",,,
n24lambda2H2K3mu2-2-20200428-16:43:18-9478,param,,,Network.server.fetchingAlgorithm,"""exhaustiveService""",,,
n24lambda2H2K3mu2-2-20200428-16:43:18-9478,param,,,Network.server.checkJobDeadline,true,,,
n24lambda2H2K3mu2-3-20200428-16:43:18-9483,runattr,,,configname,n24lambda2H2K3mu2,,,
